
id,name,wikilink,counter,lang,botanist
4089,"Dactylorhiza majalis, prstnatec májový",http://botany.cz/cs/dactylorhiza-majalis/,1,cs,
4090,"Allium cepa, cibule",http://cs.wikipedia.org/wiki/Cibule_kuchy%C5%88sk%C3%A1,1,cs,
4092,Ferocactus latispinus,http://en.wikipedia.org/wiki/Ferocactus_latispinus,1,en,
4093,Biophytum sensitivum,http://en.wikipedia.org/wiki/Biophytum_sensitivum,1,en,
4094,Campanula lactiflora 'Pritchard's Variety',http://www.diggingdog.com/pages2/plantpages.php/p-0830,2,en,
4095,Solanum x villosum 'Sunberry',http://thescientistgardener.blogspot.com/2010/06/is-sunberry-poisonous.html,3,en,
4096,"Lathyrus pratensis, meadow pea",http://en.wikipedia.org/wiki/Lathyrus_pratensis,1,en,
4097,Passiflora lutea var. lutea,http://www.delawarewildflowers.org/plant.php?id=1411,1,en,
4098,"Hydrangea macrophylla, hortenzie velkolistá",http://botany.cz/cs/hydrangea-macrophylla/,1,cs,
4099,Desmodium,http://en.wikipedia.org/wiki/Desmodium,2,en,
4100,"Azolla caroliniana, Carolina mosquitofern",http://en.wikipedia.org/wiki/Azolla_caroliniana,2,en,
4102,Brassica juncea  'Southern Giant Curled',http://www.floridata.com/ref/b/bras_jun.cfm,2,en,
4103,Datura metel 'Ballerina Purple',http://davesgarden.com/guides/pf/go/77629/,9,en,
4105,Pelargonium 'citrosum' ,http://en.wikipedia.org/wiki/Pelargonium_%27Citrosum%27,9,en,
4106,Baptisia australis var. minor,https://www.prairiemoon.com/seeds/wildflowers-forbs/baptisia-minor-dwarf-blue-indigo.html,2,en,
4107,Baptisia bracteata,https://www.prairiemoon.com/seeds/wildflowers-forbs/baptisia-bracteata-cream-wild-indigo.html,1,en,
4108,"Verbascum phlomoides, Orange mullein",http://www.biolib.cz/en/taxon/id40800/,1,cs,
4109,"Myrrhis odorata, Cicely",http://en.wikipedia.org/wiki/Myrrhis,1,en,
4110,Kalmia latifolia 'Elf' ,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=k810,1,en,
4111,Scindapsus pictus 'Argyraeus',http://davesgarden.com/guides/pf/go/54390/,4,en,
4112,Rhus glabra,http://wisplants.uwsp.edu/scripts/detail.asp?SpCode=RHUGLA,12,en,
4113,"Artemisia vulgaris, Pelyněk černobýl",http://botany.cz/cs/artemisia-vulgaris/,1,cs,
4114,"Linum lewisii, Lewis flax",http://en.wikipedia.org/wiki/Linum_lewisii,2,en,
4115,Chamaecrista fasciculata,http://www.wildflower.org/plants/result.php?id_plant=CHFA2,8,en,
4116,Pennisetum setaceum 'Fireworks',http://davesgarden.com/guides/pf/go/177477/,1,en,
4117,"Securigera varia, Čičorka pestrá",http://botany.cz/cs/securigera-varia/,1,cs,
4118,"Araucaria araucana, Monkey Puzzle Tree",http://davesgarden.com/guides/pf/go/1452/,10,en,
4119,Haworthia limifolia var. striata,http://davesgarden.com/guides/pf/go/194024/,1,en,
4120,Veronica x 'Sunny Border Blue',http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=g170,2,en,
4121,Pelargonium peltatum,http://en.wikipedia.org/wiki/Pelargonium_peltatum,22,en,
4122,"Galium boreale, Northern Bedstraw",http://en.wikipedia.org/wiki/Galium_boreale,2,en,
4123,"Phacelia campanularia, desert bluebells",http://en.wikipedia.org/wiki/Phacelia_campanularia,3,en,
4125,Alternanthera ficoidea 'Purple Threadleaf',http://davesgarden.com/guides/pf/go/121714/,1,en,
4126,"Lysimachia punctata, vrbina tečkovaná",http://botany.cz/cs/lysimachia-punctata/,2,cs,
4127,"Filipendula vulgaris, tužebník obecný",http://botany.cz/cs/filipendula-vulgaris/,1,cs,
4128,Monarda fistulosa,http://davesgarden.com/guides/pf/go/1097/,9,en,
4129,"Impatiens balsamina, netýkavka balzamína",http://botany.cz/cs/impatiens-balsamina/,2,cs,
4130,Alyogyne huegelii,http://en.wikipedia.org/wiki/Alyogyne_huegelii,2,en,
4131,Clerodendrum paniculatum,http://davesgarden.com/guides/pf/go/135093/,8,en,
4132,"Campanula trachelium, nettle-leaved bellflower",http://en.wikipedia.org/wiki/Campanula_trachelium,1,en,
4133,"Hebe speciosa, New Zealand hebe, showy hebe",http://en.wikipedia.org/wiki/Hebe_speciosa,14,en,
4134,Clarkia unguiculata,http://davesgarden.com/guides/pf/go/895/,6,en,
4135,Papaver nudicaule,http://en.wikipedia.org/wiki/Papaver_nudicaule,2,en,
4136,Lonicera maackii,http://forestry.ohiodnr.gov/honeysuckle,15,en,
4137,Argemone albiflora,http://en.wikipedia.org/wiki/Argemone_albiflora,1,en,
4138,Eucomis comosa var. comosa,http://www.pacificbulbsociety.org/pbswiki/index.php/EucomisTwo#bicolor,8,en,
4139,"Prunella vulgaris, černohlávek obecný",http://botany.cz/cs/prunella-vulgaris/,3,cs,
4140,"Liatris spicata, Blazing Star",http://davesgarden.com/guides/pf/go/86/,34,en,
4141,Bryonia dioica,http://cabanedetellus.free.fr/00_Autres_familles_Tellus.html,3,en,
4142,Helichrysum italicum,http://www.mountainvalleygrowers.com/heltalicum.htm,5,en,
4143,Cylindropuntia imbricata,http://en.wikipedia.org/wiki/Cylindropuntia_imbricata,3,en,
4144,"Euphorbia supine, prostrate spurge",http://extension.psu.edu/plants/green-industry/news/2012/weed-of-the-month-prostrate-spurge,1,en,
4145,Chenopodium hortensis,http://www.luontoportti.com/suomi/en/kukkakasvit/garden-orache,2,en,
4146,Tradescantia occidentalis,http://en.wikipedia.org/wiki/Tradescantia_occidentalis,1,en,
4147,Sorghum halepense,http://en.wikipedia.org/wiki/Johnson_grass,3,en,
4148,Teucrium canadense,http://www.ct-botanical-society.org/galleries/teucriumcana.html,3,en,
4149,Kosteletzkya virginica,http://www.wildflower.org/plants/result.php?id_plant=KOVI,1,en,
4150,"Hylotelephium maximum, rozchodník velký",http://botany.cz/cs/hylotelephium-maximum/,1,cs,
4151,Dalea purpurea,http://www.illinoiswildflowers.info/prairie/plantx/ppr_cloverx.htm,1,en,
4153,Sambucus nigra laciniata ,http://davesgarden.com/guides/pf/go/70100/,1,en,
4154,Aquilegia vulgaris var. stellata,http://davesgarden.com/guides/pf/go/136856/,1,en,
4155,Olneya tesota,http://en.wikipedia.org/wiki/Olneya,2,en,
4157,"Jacobaea maritima, Dusty Miller",http://davesgarden.com/guides/pf/go/247/,8,en,
4158,"Euryops pectinatus 'Viridis', Green Euryops, Bush Daisy",http://davesgarden.com/guides/pf/go/87406/,11,en,
4159,Euonymus fortunei 'Gold splash',http://www.provenwinners.com/plants/euonymus/gold-splash-wintercreeper-euonymus-fortunei,1,en,
4160,Picea  ,http://en.wikipedia.org/wiki/Spruce,2,en,
4161,"Heracleum maximum, Cow Parsnip",http://en.wikipedia.org/wiki/Cow_Parsnip,4,en,
4162,"Calvatia sculpta, sculpted puffball",http://en.wikipedia.org/wiki/Calvatia_sculpta,1,en,
4163,"Clathrus archeri, květnatec Archerův",http://botany.cz/cs/clathrus-archeri/,3,cs,
4164,"Berteroa incana, hoary alyssum",http://en.wikipedia.org/wiki/Berteroa_incana,4,en,
4166,"Rhinanthus angustifolius, Greater Yellow-rattle",http://en.wikipedia.org/wiki/Rhinanthus_angustifolius,1,en,
4167,"Epipactis helleborine, kruštík širolistý",http://botany.cz/cs/epipactis-helleborine/,2,cs,
4168,"Platycladus orientalis, Chinese arborvitae",http://en.wikipedia.org/wiki/Platycladus,3,en,
4169,Salix caprea 'Pendula' ,http://davesgarden.com/guides/pf/go/939/,1,en,
4171,"Campsis radicans 'Flava', Yellow Trumpet Vine",http://davesgarden.com/guides/pf/go/78853/,5,en,
4172,"Soapanaria officinalis, Soapwort",http://en.wikipedia.org/wiki/Saponaria_officinalis,2,en,
4173,Boehmeria nivea,http://en.wikipedia.org/wiki/Boehmeria_nivea,1,en,
4174,"Angelica ampla, Giant angelica",http://www.wildflower.org/plants/result.php?id_plant=ANAM,1,en,
4175,Penstemon albertinus,http://www.wildaboutflowers.ca/plant_detail.php?Alberta-Penstemon-70,1,en,
4176,Rubus laciniatus,http://en.wikipedia.org/wiki/Rubus_laciniatus,2,en,
4177,Habranthus robustus,http://en.wikipedia.org/wiki/Habranthus_robustus,6,en,
4178,Caulophyllum thalictroides,http://www.minnesotawildflowers.info/flower/blue-cohosh,3,en,
4179,"Agrimonia eupatoria, řepík lékařský",http://botany.cz/cs/agrimonia-eupatoria/,1,cs,
4180,"Gentiana verna, spring gentian",http://en.wikipedia.org/wiki/Gentiana_verna,1,en,
4181,"Persicaria amphibia, water knotweed",http://en.wikipedia.org/wiki/Persicaria_amphibia,1,en,
4182,Osmunda regalis,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=l320,2,en,
4183,Bidens,http://en.wikipedia.org/wiki/Bidens,7,en,
4184,Euphorbia prostrata ,http://intermountainbiota.org/portal/taxa/index.php?taxon=1134,12,en,
4185,Schizophragma hydrangeoides,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=f520,1,en,
4187,"Solanum elaeagnifolium, Silverleaf nightshade",http://en.wikipedia.org/wiki/Solanum_elaeagnifolium,8,en,1002
4188,Ligularia przewalskii ,http://davisla.wordpress.com/2013/08/20/plant-of-the-week-ligularia-przewalskii-the-rocket/,2,en,1019
4189,Crinum erubescens,http://davesgarden.com/guides/pf/go/59725/,1,en,1019
4190,"Cirsium vulgare, pcháč obecný",http://botany.cz/cs/cirsium-vulgare/,1,cs,9
4191,Cyrtomium falcatum,http://en.wikipedia.org/wiki/Cyrtomium_falcatum,2,en,1019
4193,Brugmansia x candida,http://davesgarden.com/guides/pf/go/135706/,2,en,1019
4194,Larix decidua,http://en.wikipedia.org/wiki/Larix_decidua,1,en,1019
4196,Hibiscus mutabilis,http://davesgarden.com/guides/articles/view/2614/,8,en,1019
4197,Symphyotrichum subulatum,http://www.wildflower.org/plants/result.php?id_plant=SYSU5,2,en,1019
4198,Angelonia angustifolia ,http://davesgarden.com/guides/pf/go/151781/,2,en,1019
4199,"Callistephus chinensis, China Aster",http://davesgarden.com/guides/pf/go/739/,26,en,1019
4200,Pueraria montana var. lobata,http://en.wikipedia.org/wiki/Kudzu,3,en,1019
4201,"Lysimachia clethroides, Gooseneck loosestrife",http://en.wikipedia.org/wiki/Lysimachia_clethroides,18,en,13
4202,"Asclepias incarnata, Swamp milkweed",http://en.wikipedia.org/wiki/Asclepias_incarnata,8,en,1002
4203,Dalechampia aristolochiaefolia,http://en.wikipedia.org/wiki/Dalechampia,3,en,1019
4204,"Viburnum rhytidophyllum, Wrinkled viburnum",http://plants.ces.ncsu.edu/plants/all/viburnum-rhytidophyllum/,1,en,1019
4205,Aloe juvenna,http://davesgarden.com/guides/pf/go/61412/,6,en,1019
4207,"Prunus dulcis, mandloň obecná",http://botany.cz/cs/prunus-dulcis/,1,cs,9
4208,"Hypericum perforatum, St John's wort",http://en.wikipedia.org/wiki/Hypericum_perforatum,9,en,9
4209,Cornus racemosa,http://en.wikipedia.org/wiki/Cornus_racemosa,1,en,9
4211,Ceratostigma plumbaginoides,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=b960,9,en,13
4213,"Rhus hirta, škumpa orobincová",http://botany.cz/cs/rhus-hirta/,1,cs,9
4214,Polanisia dodecandra,http://www.wildflower.org/plants/result.php?id_plant=PODOT,4,en,1019
4215,Lysimachia punctata 'Golden Alexander',http://www.perennialresource.com/plants/general-perennial/621_lysimachia-punctata-golden-alexander--walgodalex-pp13547.aspx,1,en,1019
4216,Alternanthera ficoidea 'Partytime',http://davesgarden.com/guides/pf/go/89594/,3,en,1019
4217,Echinacea purpurea 'Razzmatazz',http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=b321,1,en,1019
4219,Lilium humboldtii,http://www.scotts.com/smg/goART2/InfoHowTo/dry-garden%3F-grow-humboldt-lily/18000014,1,en,1019
4220,Cephalocereus senilis,http://tjsgarden.com/2012/08/22/old-man-cactus-with-white-hair-cephalocereus/,1,en,1019
4221,Kale Red Russian ‘Borecole’ ,http://www.seedaholic.com/kale-red-russian.html,1,en,1019
4223,Molineria capitulata,http://en.wikipedia.org/wiki/Molineria_capitulata,1,en,1019
4224,Comptonia peregrina,http://en.wikipedia.org/wiki/Comptonia,2,en,13
4225,"Chamerion latifolium, Dwarf Fireweed ",http://en.wikipedia.org/wiki/Epilobium_latifolium,1,en,9
4227,Aeschynanthus radicans,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=b542,4,en,1019
4228,"Celosia argentea var. spicata, Wheatstraw Celosia",http://allthingsplants.com/plants/view/144224/Wheatstraw-Celosia-Spicata-Group-Celosia-argentea-var-spicata-Cramers-Amazon/,34,en,1002
4229,"Stachys sylvatica, Čistec lesní",http://botany.cz/cs/stachys-sylvatica/,1,cs,1
4230,Daphne,http://en.wikipedia.org/wiki/Daphne_%28plant%29,1,en,1019
4231,"Cotoneaster lacteus, Late cotoneaster",http://www.findmeplants.co.uk/plant-cotoneaster-lacteus-2300.aspx,4,en,1019
4232,Hymenocallis festalis,http://davesgarden.com/guides/pf/go/1234/,2,en,1019
4233,"Verbena hastata, Swamp verbena",http://en.wikipedia.org/wiki/Verbena_hastata,7,en,9
4234,Parthenocissus quinquefolia Virginia creeper,http://en.wikipedia.org/wiki/Virginia_creeper,1,en,1002
4236,"Cicuta maculata, spotted water hemlock",http://en.wikipedia.org/wiki/Cicuta_maculata,1,en,9
4237,Russula,http://en.wikipedia.org/wiki/Russula,3,en,9
4239,"Chaenomeles, kdoulovec",http://cs.wikipedia.org/wiki/Kdoulovec,2,cs,9
4240,"Monarda fistulosa, wild bergamot",http://plants.usda.gov/core/profile?symbol=MOFI,2,en,1019
4241,Desmodium glutinosum,http://www.all-creatures.org/picb/wfshl-ticktrefoil-pl.html,1,en,1019
4242,Cynanchum rossicum,http://en.wikipedia.org/wiki/Cynanchum_rossicum,2,en,1019
4243,Physostegia,http://en.wikipedia.org/wiki/Physostegia,7,en,1019
4246,Echinacea angustifolia,http://www.wildflower.org/plants/result.php?id_plant=ECAN2,1,en,1019
4247,"Parthenocissus vitacea, Thicket Creeper, False Virginia Creeper",http://en.wikipedia.org/wiki/Parthenocissus_vitacea,5,en,1019
4248,Lilium philadelphicum,http://www.wildflower.org/plants/result.php?id_plant=LIPH,1,en,1019
4249,Physalis subglabrata,http://davesgarden.com/guides/pf/go/193572/,4,en,1019
4250,Rosa woodsii,http://en.wikipedia.org/wiki/Rosa_woodsii,2,en,1019
4251,"Commelina benghalensis, Dayflower",http://en.wikipedia.org/wiki/Commelina_benghalensis,2,en,1019
4252,Solanum physalifolium,http://swbiodiversity.org/seinet/taxa/index.php?taxon=Solanum+physalifolium,1,en,1019
4253,Ipomoea batatas 'Blackie',http://davesgarden.com/guides/pf/go/53067/,9,en,13
4254,"Polygonum amphibium, Water smartweed",http://www.ct-botanical-society.org/galleries/polygonumamph.html,1,en,1002
4256,"Cladina, Reindeer Lichen",http://lichens.digitalmycology.com/macrolichens/Cladonia%20subg.%20Cladina.html,1,en,1002
4257,"Astragalus vexilliflexus, Bent-flowered Milk Vetch",https://www.prairiemoon.com/seeds/wildflowers-forbs/astragalus-vexilliflexus-bent-flowered-milk-vetch.html,2,en,1002
4258,"Triodanis perfoliata, Venus' Looking Glass",http://www.illinoiswildflowers.info/prairie/plantx/venusx.htm,1,en,1002
4259,"Campanula glomerata 'Superba', Clustered bell flower ",http://davesgarden.com/guides/pf/go/56332/,1,en,1002
4260,Pennisetum alopecuroides 'Little Bunny',http://www.monrovia.com/plant-catalog/plants/1915/little-bunny-dwarf-fountain-grass/,1,en,1
4261,Calathea rotundifolia var. fasciata,http://www.frau.cz/calathea-pestovani/,1,cs,1
4262,"Artemisia absinthium, Common Wormwood",http://en.wikipedia.org/wiki/Artemisia_absinthium,6,en,9
4264,"Lupinus argenteus, Silvery lupine",http://en.wikipedia.org/wiki/Lupinus_argenteus,1,en,1019
4265,Persicaria pensylvanica,http://www.backyardnature.net/n/h/pn-smart.htm,9,en,1019
4266,Cotoneaster apiculatus,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=u970,3,en,1019
4267,Heliopsis helianthoides ,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=g520,2,en,1019
4268,Vriesea 'Barbara',http://davesgarden.com/guides/pf/go/116334/,3,en,1
4270,Curcuma petiolata,http://davesgarden.com/guides/pf/go/691/,4,en,1019
4271,"Polyscias scutellaria 'Balfouriana', Dinner Plate Aralia, Balfour Aralia",http://davesgarden.com/guides/pf/go/55551/,12,en,1019
4272,"Allium sativum, garlic",http://en.wikipedia.org/wiki/Garlic,1,en,1019
4273,Huernia  zebrina ,http://davesgarden.com/guides/pf/go/61237/,2,en,1019
4274,Jasminum nitidum,http://davesgarden.com/guides/pf/go/1198/,2,en,1019
4276,"Diospyros virginiana, American Persimmon",http://davesgarden.com/guides/pf/go/975/,9,en,13
4277,Gunnera,http://en.wikipedia.org/wiki/Gunnera,4,en,1019
4278,"Epipactis helleborine, Broadleaved helleborine",http://en.wikipedia.org/wiki/Epipactis_helleborine,9,en,9
4279,"Wisteria macrostachya 'Clara Mack', American Wisteria ",http://davesgarden.com/guides/pf/go/84915/,1,en,1019
4280,Phoenix dactylifera,http://en.wikipedia.org/wiki/Date_palm,5,en,1019
4283,"Cosmos sulphureus, Sulfur Cosmos, Yellow Cosmos",http://en.wikipedia.org/wiki/Cosmos_sulphureus,16,en,1
4284,Commelina virginica,http://plants.usda.gov/core/profile?symbol=COVI3,2,en,1019
4285,Myrica cerifera var. pumila ,http://davesgarden.com/guides/pf/go/51482/,2,en,1019
4286,Cornus sericea,http://ag.udel.edu/udbg/shrubs/c_sericea.html,1,en,1019
4287,Billardiera longiflora,http://davesgarden.com/guides/pf/go/74155/,1,en,1019
4288,Pennisetum setaceum 'Rubrum',http://www.smgrowers.com/products/plants/plantdisplay.asp?plant_id=734,4,en,1019
4289,"Pentaglottis sempervirens, Green Alkanet, Evergreen Bugloss",http://davesgarden.com/guides/pf/go/53926/,1,en,1019
4290,Pennisetum,http://en.wikipedia.org/wiki/Pennisetum,10,en,1019
4291,"Gaillardia x grandiflora, Blanket Flower",http://www.garden.org/plantguide/?q=show&id=3347,3,en,1002
4292,"Helenium 'Waltraut', Sneezeweed ",http://www.rhs.org.uk/Plants/218279/Helenium-Waltraut/Details,1,en,1002
4293,Momordica charantia,http://edis.ifas.ufl.edu/fw028,5,en,1019
4294,Hypericum androsaemum 'Hidcote’,http://plantfinder.sunset.com/plant-details.jsp?id=1505,1,en,1019
4295,Crinum asiaticum ,http://www.botanicalgarden.ubc.ca/potd/2010/09/crinum_asiaticum.php,12,en,1019
4297,Aglaonema modestum,http://plants.ces.ncsu.edu/plants/all/aglaonema-modestum-a-commutatum/,10,en,1019
4298,"Lycoperdaceae, puffball",http://www.mushroomexpert.com/puffballs.html,1,en,13
4299,"Setaria, Foxtail, bristle grass",http://en.wikipedia.org/wiki/Setaria,9,en,13
4300,Morus alba 'Chapparal',http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=e300,5,en,1019
4301,Juniperus × pfitzeriana 'Sea Green',http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=k750,2,en,1019
4302,Pentapetes phoenicea,http://www.flowersofindia.net/catalog/slides/Midday%20Flower.html,2,en,1019
4304,Hypericum frondosum 'Sunburst',http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=a654,3,en,1019
4305,Rhododendron maximum,http://en.wikipedia.org/wiki/Rhododendron_maximum,1,en,13
4309,"Cyperus eragrostis, tall flatsedge",http://en.wikipedia.org/wiki/Cyperus_eragrostis,3,en,9
4310,Campanula barbata,http://en.wikipedia.org/wiki/Campanula_barbata,1,en,9
4311,"Juglans nigra, Black walnut",http://www.ecolandscaping.org/thinking-about-nut-trees/,5,en,1019
4312,"Nicandra physalodes, Apple of Peru, shoo-fly plant",http://en.wikipedia.org/wiki/Nicandra,17,en,9
4313,"Silphium perfoliatum, Cup Plant",http://www.friendsofeloisebutler.org/pages/plants/cupplant.html,1,en,1002
4314,Smilax herbacea,http://ontariowildflowers.com/main/species.php?id=124,3,en,1019
4315,"Euphorbia helioscopia, Sun spurge",http://en.wikipedia.org/wiki/Euphorbia_helioscopia,3,en,9
4316,Syngonium auritum,http://www.elicriso.it/it/come_coltivare/syngonium/,1,en,1019
4317,Basella alba 'Rubra',http://en.wikipedia.org/wiki/Basella_alba,5,en,1019
4318,Nerium oleander 'Little Red',http://davesgarden.com/guides/pf/go/171211/,1,en,1019
4319,Asplenium antiquum 'Victoria',http://en.wikipedia.org/wiki/Asplenium_antiquum,2,en,1019
4320,"Caesalpinia gilliesii, sapan",http://botany.cz/cs/caesalpinia-gilliesii/,1,cs,9
4321,"Spergula arvensis, kolenec rolní",http://www.kvetenacr.cz/detail.asp?IDdetail=822,1,cs,1
4322,Crinum 'Ellen Bosanquet',http://davesgarden.com/guides/pf/go/77859/,2,en,1019
4323,Maranta leuconeura 'Beauty Kim',http://davesgarden.com/guides/pf/go/179199/,3,en,1
4324,Nyssa sylvatica,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=a670,4,en,1
4325,Hydrangea anomala subsp. petiolaris ,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=d370,2,en,1019
4326,Cimicifuga racemosa,http://www.ct-botanical-society.org/galleries/cimicifugarace.html,2,en,1019
4327,"Asclepias syriaca, klejicha hedvábná",http://botany.cz/cs/asclepias-syriaca/,4,cs,9
4328,"Leontopodium alpinum, Edelweiss",http://en.wikipedia.org/wiki/Leontopodium_alpinum,2,en,9
